15971298,15571359,1
15520962,16014294,1
15992457,15790917,1
15723638,15621796,1
15456166,15977140,1
15998393,15704773,1
15574409,15379939,1
15977103,15973865,1
15784416,15973865,1
15731534,15416563,1
15478186,15772055,1
15385400,15772055,1
15632434,15957693,1
15796968,15382292,1
15396746,15613333,1
15445955,15977537,1
15891917,15600795,1
15786612,15995297,1
15786767,15401386,1
15522235,15914791,1
15644480,15683231,1
15495826,15393935,1
15432228,15690879,1
15405941,15782785,1
15907453,15471035,1
15973977,15666927,1
15431271,15991029,1
16027503,15779243,1
15573085,15991808,1
15466743,15917061,1
15727124,15487346,1
15890668,15586223,1
15799244,15934399,1
15480344,15421501,1
15992441,16000692,1
15575362,15822773,1
15416586,15618415,1
16025414,15502516,1
15937205,15843910,1
15937271,15473402,1
15783979,16014249,1
15810261,16002114,1
15837115,15553535,1
15752413,15958482,1
15584077,15733375,1
15964210,15535693,1
15657243,15588237,1
15620739,15588942,1
15895557,15809786,1
15901189,15756632,1
15425068,15976669,1
15894549,15941469,1
15544850,15905209,1
15429608,16021747,1
15853289,15870285,1
15587336,16019213,1
15625974,15611665,1
15954310,15636438,1
15805941,15678908,1
15958658,15604116,1
15565020,15655483,1
15972001,15499651,1
15926308,15926388,1
15815571,15468213,1
15482566,15703695,1
15763988,15953131,1
15613920,15723280,1
15579369,15447818,1
15384621,15776876,1
15580689,15664849,1
15423423,15841686,1
15609634,15638646,1
15587596,15888915,1
15883131,15757158,1
15692727,15757158,1
15666486,15988751,1
15592445,15474615,1
15911388,15945072,1
15547687,15540883,1
15876275,15467786,1
15433733,15857356,1
15488108,15529336,1
15786273,15992498,1
15893889,15953078,1
15997878,15544624,1
15690433,16018842,1
15937580,16018842,1
15611631,15472888,1
15981622,15682126,1
15698884,15541987,1
15438282,15554715,1
15649868,15690175,1
15988676,15996444,1
15471740,15996444,1
15816353,15743405,1
15916128,15749913,1
15884301,15820234,1
15518001,15868775,1
15686767,15910549,1
15927684,15640833,1
15817668,15934577,1
15564757,15861325,1
16003894,15420178,1
15661377,15420178,1
15509159,15697771,1
15479661,15877245,1
15550058,15463020,1
15953933,15976100,1
15959404,15412886,1
15768097,15527809,1
15452798,15948609,1
15382799,15728877,1
15901328,15519866,1
15941100,15469091,1
15611656,15874251,1
15910050,15898822,1
15667906,15429623,1
15995436,15949730,1
15984534,15949730,1
15908275,15860939,1
16008327,15462518,1
15921983,15625993,1
15664693,15434048,1
15968053,15734708,1
15607602,15981925,1
15821079,15915908,1
15651559,16018020,1
15529276,16023341,1
15544997,15740310,1
15554128,15688115,1
15864014,15543241,1
15416748,15935594,1
15552774,15816834,1
15841030,15654825,1
15971114,15951679,1
15377578,15621267,1
15589460,15861641,1
15620928,15614947,1
15451938,15856328,1
15593080,15448084,1
15461087,15475416,1
15587953,15708295,1
15659628,15380307,1
15388825,15380307,1
15975178,15800088,1
15432849,15984477,1
15518009,15667640,1
15620108,15949136,1
15442971,15746138,1
15514569,15489190,1
15586722,15961509,1
15868171,15644054,1
