15883166,15504795,1
15386869,15383670,1
15559941,15934344,1
15838709,15429065,1
15998393,15704773,1
15393441,15769710,1
15891917,15600795,1
15614526,15826450,1
15431271,15991029,1
16027503,15779243,1
15890668,15586223,1
15799244,15934399,1
15512014,15587108,1
15867499,15779901,1
15964210,15535693,1
15425068,15976669,1
15565020,15655483,1
15926308,15926388,1
16014925,15502075,1
15377530,15616421,1
15651251,15780633,1
15761167,15430578,1
15423423,15841686,1
15611631,15472888,1
15406675,15477556,1
15845214,15756708,1
15910050,15898822,1
15908275,15860939,1
15651559,16018020,1
15544997,15740310,1
15602068,15962189,1
15840301,15983885,1
15559957,15651896,1
15597733,15646614,1
15620108,15949136,1
15416969,15405454,1
15909181,15794991,1
15451211,15974200,1
15530851,15703512,1
15517746,15404934,1
15681153,15477289,1
15763422,15999824,1
15734189,15750077,1
15918990,15743118,1
15945490,15519285,1
15714138,15818338,1
15874604,15428803,1
15986891,15607645,1
15916654,15480142,1
15650954,15581738,1
15820720,15606596,1
15989700,15933949,1
15564598,16000064,1
15567310,15376633,1
15621764,15539614,1
16001905,15927216,1
15818688,15859971,1
15982304,15620616,1
15721667,15909868,1
15844505,15391647,1
15688289,15505845,1
15956232,15860800,1
15759488,15376297,1
15577473,15749643,1
15591975,15400545,1
15463758,15504918,1
15953492,15404938,1
15900488,15409117,1
15965959,15507691,1
15502510,15973524,1
15833579,15890387,1
15967316,15682476,1
15520232,15723168,1
15605310,15497064,1
15643681,15934282,1
15469905,15877998,1
15738423,15601648,1
15812279,15602522,1
15815522,15837931,1
15996786,15901493,1
15651664,15987193,1
15995235,15963555,1
15981343,15430441,1
15975132,15468978,1
15429964,15832305,1
16012405,15855679,1
15450875,16022789,1
15654776,15690053,1
15991017,16017828,1
15828984,15969659,1
15826507,15452386,1
15720680,15471916,1
15787309,15748222,1
15985304,15780433,1
15939672,15578511,1
15821578,15434547,1
15517155,15425545,1
15509001,15578229,1
15436332,15734602,1
15605130,15875095,1
15487470,15716211,1
15601901,15386842,1
15561325,15766865,1
15894633,15919581,1
15408153,15444482,1
15579719,15486135,1
15433806,15995099,1
16020274,15848551,1
15579148,15445883,1
15694305,15699893,1
15934583,15982493,1
15982251,15389217,1
15513374,15950086,1
15774607,15928135,1
15695301,15587674,1
15803883,15384755,1
15423649,15847574,1
15561063,15976699,1
15922311,15574360,1
15567066,15390372,1
15988125,15843563,1
15665483,15939302,1
15909252,15808462,1
15428476,15993138,1
16025953,15954631,1
15583407,15998938,1
15589362,15497270,1
15983183,15845275,1
15541903,16023460,1
15530325,15803878,1
15578060,15903002,1
16014972,15868463,1
15846308,15592421,1
15958274,15896732,1
15454009,15614221,1
15455882,15631924,1
15707340,15580729,1
15866285,15842912,1
15921505,15979475,1
15801531,15444755,1
15836693,16013391,1
15691432,15555402,1
15415697,15530613,1
15696011,15526173,1
15864179,15476563,1
15952059,15605155,1
15939357,15853964,1
15694649,15760496,1
15964599,15546960,1
15747253,15906839,1
15569789,15806892,1
15702323,15572137,1
15739329,15833187,1
15966913,15927261,1
15885959,15500442,1
15722751,15390259,1
15523727,15494960,1
15985377,15375744,1
15977947,15877901,1
15956520,15523195,1
15799449,15792902,1
15527090,15395993,1
15672900,15796411,1
15528825,16001106,1
15642407,15528150,1
15572947,15952136,1
15588195,15980506,1
15725809,15550910,1
15542454,15479487,1
15472094,15658392,1
15499997,15777793,1
15711010,16003009,1
15762059,15918838,1
15695804,15455533,1
15758275,15855727,1
15579376,15670560,1
15466289,15746198,1
15469740,15440673,1
15989992,15627493,1
15661001,15741892,1
15426567,15814475,1
15725306,15898699,1
15585916,15681653,1
15977323,15845007,1
15471295,15383726,1
15729991,15766862,1
15584807,15610012,1
15781987,15921602,1
15630212,15777641,1
15599785,15417211,1
15532647,15933271,1
15715882,15827092,1
15645986,15409427,1
15385747,15816412,1
15834569,15723921,1
15743365,15645905,1
15853165,15445083,1
15562573,15782453,1
15398495,15958012,1
15452493,15999753,1
15866341,15404749,1
15998823,15457128,1
15841993,15416583,1
15444146,15733233,1
15435779,15384369,1
15799096,15553831,1
15510288,15659885,1
15541253,15566577,1
15452242,15730439,1
15688409,15533286,1
15480480,15601083,1
15956755,15978592,1
15382794,15648084,1
15385414,15870697,1
15889874,15890280,1
15471500,15762282,1
15831174,15756466,1
15702229,15605626,1
15725966,15895198,1
15444394,15923225,1
15660991,15468342,1
15986009,15834130,1
15484674,15749604,1
15623835,15846861,1
15468312,15569065,1
15653978,15569760,1
15935865,15553742,1
15557383,15803312,1
15747318,15429238,1
15619380,15994455,1
15927753,15606630,1
15542574,15889195,1
15665154,15999287,1
15876860,15737144,1
15555496,15767430,1
15856202,15956049,1
15952948,15509653,1
15522021,15649806,1
16011153,15434607,1
15931506,15711367,1
15833472,15406115,1
15731419,15784085,1
15602961,15693219,1
15968099,15847863,1
15726692,16000159,1
15798799,15454657,1
15529149,15580668,1
15571695,15520430,1
15980562,15980119,1
15771492,15789878,1
15864258,15819557,1
15389136,15597674,1
15631797,15955701,1
15735420,15705202,1
